,Trial-ID,Status,Iteration,hidden1,hidden2,hidden_pm,hidden_tooth,hidden_winding,hidden_yoke,input_rec,lr,output_rec,window,Objective
0,1,INTERMEDIATE,1,35.0,10.0,10.0,16.0,6.0,7.0,0.0,0.0006423098522126265,0.0,1.0,118.77930856123567
1,1,COMPLETED,1,35.0,10.0,10.0,16.0,6.0,7.0,0.0,0.0006423098522126265,0.0,1.0,118.77930856123567
2,2,INTERMEDIATE,1,26.0,36.0,4.0,18.0,17.0,7.0,0.0,0.000741211859106483,0.0,6.0,233.35450249165297
3,2,COMPLETED,1,26.0,36.0,4.0,18.0,17.0,7.0,0.0,0.000741211859106483,0.0,6.0,233.35450249165297
4,3,INTERMEDIATE,1,37.0,17.0,7.0,4.0,7.0,10.0,0.0,0.0008841422523703102,0.0,7.0,206.73510696738958
5,3,COMPLETED,1,37.0,17.0,7.0,4.0,7.0,10.0,0.0,0.0008841422523703102,0.0,7.0,206.73510696738958
6,4,INTERMEDIATE,1,17.0,45.0,14.0,17.0,18.0,6.0,0.0,0.0009074509545594621,0.0,9.0,193.59946112893522
7,4,COMPLETED,1,17.0,45.0,14.0,17.0,18.0,6.0,0.0,0.0009074509545594621,0.0,9.0,193.59946112893522
8,5,INTERMEDIATE,1,41.0,22.0,10.0,19.0,11.0,9.0,0.0,0.0007732271040107255,0.0,3.0,226.96241283416748
9,5,COMPLETED,1,41.0,22.0,10.0,19.0,11.0,9.0,0.0,0.0007732271040107255,0.0,3.0,226.96241283416748
10,6,INTERMEDIATE,1,15.0,29.0,18.0,3.0,7.0,13.0,0.0,0.0001554071829792112,0.0,5.0,52.88864116114564
11,6,COMPLETED,1,15.0,29.0,18.0,3.0,7.0,13.0,0.0,0.0001554071829792112,0.0,5.0,52.88864116114564
12,7,INTERMEDIATE,1,42.0,12.0,8.0,18.0,11.0,6.0,0.0,0.0004894271698144349,0.0,8.0,87.51001264713705
13,7,COMPLETED,1,42.0,12.0,8.0,18.0,11.0,6.0,0.0,0.0004894271698144349,0.0,8.0,87.51001264713705
14,8,INTERMEDIATE,1,38.0,34.0,3.0,15.0,13.0,7.0,0.0,3.163867345047221e-05,0.0,1.0,141.73015239741653
15,8,COMPLETED,1,38.0,34.0,3.0,15.0,13.0,7.0,0.0,3.163867345047221e-05,0.0,1.0,141.73015239741653
16,9,INTERMEDIATE,1,34.0,46.0,13.0,16.0,3.0,4.0,0.0,0.0008732426554477141,0.0,1.0,156.00910115102306
17,9,COMPLETED,1,34.0,46.0,13.0,16.0,3.0,4.0,0.0,0.0008732426554477141,0.0,1.0,156.00910115102306
18,10,INTERMEDIATE,1,17.0,39.0,7.0,10.0,7.0,6.0,0.0,0.00045618257746796685,0.0,7.0,77.6346359308809
19,10,COMPLETED,1,17.0,39.0,7.0,10.0,7.0,6.0,0.0,0.00045618257746796685,0.0,7.0,77.6346359308809
20,11,INTERMEDIATE,1,42.0,43.0,5.0,17.0,5.0,17.0,0.0,0.0005192034685058283,0.0,6.0,143.42818834632635
21,11,COMPLETED,1,42.0,43.0,5.0,17.0,5.0,17.0,0.0,0.0005192034685058283,0.0,6.0,143.42818834632635
22,12,INTERMEDIATE,1,44.0,44.0,9.0,18.0,6.0,16.0,1.0,0.001,1.0,8.0,264.45499435067177
23,12,COMPLETED,1,44.0,44.0,9.0,18.0,6.0,16.0,1.0,0.001,1.0,8.0,264.45499435067177
24,13,INTERMEDIATE,1,34.0,13.0,11.0,15.0,8.0,10.0,0.0,0.001,0.0,2.0,198.1666785404086
25,13,COMPLETED,1,34.0,13.0,11.0,15.0,8.0,10.0,0.0,0.001,0.0,2.0,198.1666785404086
26,14,INTERMEDIATE,1,13.0,41.0,8.0,12.0,13.0,20.0,0.0,0.001,1.0,9.0,268.1994006522
27,14,COMPLETED,1,13.0,41.0,8.0,12.0,13.0,20.0,0.0,0.001,1.0,9.0,268.1994006522
28,15,INTERMEDIATE,1,17.0,31.0,17.0,4.0,6.0,9.0,0.0,0.001,0.0,3.0,223.33089439757168
29,15,COMPLETED,1,17.0,31.0,17.0,4.0,6.0,9.0,0.0,0.001,0.0,3.0,223.33089439757168
30,16,INTERMEDIATE,1,36.0,35.0,3.0,15.0,15.0,4.0,1.0,0.001,1.0,1.0,182.77703906036913
31,16,COMPLETED,1,36.0,35.0,3.0,15.0,15.0,4.0,1.0,0.001,1.0,1.0,182.77703906036913
32,17,INTERMEDIATE,1,34.0,12.0,6.0,16.0,6.0,7.0,0.0,0.001,0.0,1.0,238.33117002248764
33,17,COMPLETED,1,34.0,12.0,6.0,16.0,6.0,7.0,0.0,0.001,0.0,1.0,238.33117002248764
34,18,INTERMEDIATE,1,14.0,30.0,19.0,6.0,5.0,12.0,0.0,0.001,1.0,4.0,267.7068432494998
35,18,COMPLETED,1,14.0,30.0,19.0,6.0,5.0,12.0,0.0,0.001,1.0,4.0,267.7068432494998
36,19,INTERMEDIATE,1,18.0,39.0,11.0,10.0,6.0,7.0,1.0,0.001,0.0,7.0,272.93933096528053
37,19,COMPLETED,1,18.0,39.0,11.0,10.0,6.0,7.0,1.0,0.001,0.0,7.0,272.93933096528053
38,20,INTERMEDIATE,1,13.0,46.0,14.0,18.0,6.0,17.0,0.0,0.001,1.0,8.0,221.5384977310896
39,20,COMPLETED,1,13.0,46.0,14.0,18.0,6.0,17.0,0.0,0.001,1.0,8.0,221.5384977310896
40,21,INTERMEDIATE,1,12.0,29.0,20.0,4.0,9.0,14.0,0.0,0.001,1.0,8.0,160.72555806208402
41,21,COMPLETED,1,12.0,29.0,20.0,4.0,9.0,14.0,0.0,0.001,1.0,8.0,160.72555806208402
42,22,INTERMEDIATE,1,15.0,38.0,4.0,11.0,7.0,3.0,0.0,0.001,1.0,8.0,274.44318556552753
43,22,COMPLETED,1,15.0,38.0,4.0,11.0,7.0,3.0,0.0,0.001,1.0,8.0,274.44318556552753
44,23,INTERMEDIATE,1,17.0,38.0,7.0,11.0,9.0,6.0,1.0,0.001,0.0,9.0,218.0880702920258
45,23,COMPLETED,1,17.0,38.0,7.0,11.0,9.0,6.0,1.0,0.001,0.0,9.0,218.0880702920258
46,24,INTERMEDIATE,1,42.0,12.0,8.0,20.0,12.0,5.0,0.0,0.001,1.0,6.0,333.40401042997837
47,24,COMPLETED,1,42.0,12.0,8.0,20.0,12.0,5.0,0.0,0.001,1.0,6.0,333.40401042997837
48,25,INTERMEDIATE,1,21.0,47.0,12.0,17.0,17.0,7.0,1.0,0.001,1.0,10.0,199.70414800941944
49,25,COMPLETED,1,21.0,47.0,12.0,17.0,17.0,7.0,1.0,0.001,1.0,10.0,199.70414800941944
50,26,INTERMEDIATE,1,46.0,13.0,10.0,8.0,8.0,6.0,0.0,0.001,0.0,2.0,186.52951036766171
51,26,COMPLETED,1,46.0,13.0,10.0,8.0,8.0,6.0,0.0,0.001,0.0,2.0,186.52951036766171
52,27,INTERMEDIATE,1,18.0,45.0,13.0,18.0,20.0,6.0,0.0,0.001,0.0,6.0,210.65466075390577
53,27,COMPLETED,1,18.0,45.0,13.0,18.0,20.0,6.0,0.0,0.001,0.0,6.0,210.65466075390577
54,28,INTERMEDIATE,1,19.0,37.0,6.0,10.0,7.0,6.0,0.0,0.001,0.0,7.0,177.72995668649673
55,28,COMPLETED,1,19.0,37.0,6.0,10.0,7.0,6.0,0.0,0.001,0.0,7.0,177.72995668649673
56,29,INTERMEDIATE,1,18.0,39.0,8.0,7.0,6.0,8.0,0.0,0.001,1.0,5.0,257.80353189632297
57,29,COMPLETED,1,18.0,39.0,8.0,7.0,6.0,8.0,0.0,0.001,1.0,5.0,257.80353189632297
58,30,INTERMEDIATE,1,18.0,38.0,5.0,13.0,8.0,8.0,0.0,0.001,1.0,7.0,237.16361651569605
59,30,COMPLETED,1,18.0,38.0,5.0,13.0,8.0,8.0,0.0,0.001,1.0,7.0,237.16361651569605
60,31,INTERMEDIATE,1,33.0,15.0,12.0,15.0,10.0,9.0,0.0,0.001,0.0,1.0,222.24076313525438
61,31,COMPLETED,1,33.0,15.0,12.0,15.0,10.0,9.0,0.0,0.001,0.0,1.0,222.24076313525438
62,32,INTERMEDIATE,1,13.0,29.0,17.0,6.0,10.0,11.0,0.0,0.001,0.0,5.0,178.38523227721453
63,32,COMPLETED,1,13.0,29.0,17.0,6.0,10.0,11.0,0.0,0.001,0.0,5.0,178.38523227721453
64,33,INTERMEDIATE,1,35.0,45.0,15.0,15.0,4.0,3.0,0.0,0.001,0.0,1.0,285.7319592908025
65,33,COMPLETED,1,35.0,45.0,15.0,15.0,4.0,3.0,0.0,0.001,0.0,1.0,285.7319592908025
66,34,INTERMEDIATE,1,50.0,29.0,4.0,12.0,14.0,19.0,1.0,0.001,1.0,7.0,214.75795321911573
67,34,COMPLETED,1,50.0,29.0,4.0,12.0,14.0,19.0,1.0,0.001,1.0,7.0,214.75795321911573
68,35,INTERMEDIATE,1,16.0,44.0,14.0,17.0,17.0,7.0,1.0,0.001,0.0,9.0,221.2235874980688
69,35,COMPLETED,1,16.0,44.0,14.0,17.0,17.0,7.0,1.0,0.001,0.0,9.0,221.2235874980688
70,36,INTERMEDIATE,1,32.0,19.0,15.0,20.0,5.0,12.0,1.0,0.001,0.0,4.0,194.72991339676082
71,36,COMPLETED,1,32.0,19.0,15.0,20.0,5.0,12.0,1.0,0.001,0.0,4.0,194.72991339676082
72,37,INTERMEDIATE,1,18.0,45.0,13.0,17.0,17.0,4.0,0.0,0.001,0.0,8.0,232.80003654863685
73,37,COMPLETED,1,18.0,45.0,13.0,17.0,17.0,4.0,0.0,0.001,0.0,8.0,232.80003654863685
74,38,INTERMEDIATE,1,48.0,14.0,10.0,9.0,8.0,4.0,0.0,0.001,1.0,3.0,190.90559503808618
75,38,COMPLETED,1,48.0,14.0,10.0,9.0,8.0,4.0,0.0,0.001,1.0,3.0,190.90559503808618
76,39,INTERMEDIATE,1,42.0,43.0,4.0,18.0,5.0,15.0,1.0,0.001,0.0,5.0,200.4117567911744
77,39,COMPLETED,1,42.0,43.0,4.0,18.0,5.0,15.0,1.0,0.001,0.0,5.0,200.4117567911744
78,40,INTERMEDIATE,1,26.0,43.0,3.0,19.0,14.0,4.0,1.0,0.001,0.0,7.0,201.1819984689355
79,40,COMPLETED,1,26.0,43.0,3.0,19.0,14.0,4.0,1.0,0.001,0.0,7.0,201.1819984689355
80,41,INTERMEDIATE,1,11.0,28.0,18.0,6.0,7.0,16.0,0.0,0.001,1.0,7.0,252.36864410340786
81,41,COMPLETED,1,11.0,28.0,18.0,6.0,7.0,16.0,0.0,0.001,1.0,7.0,252.36864410340786
82,42,INTERMEDIATE,1,15.0,20.0,9.0,8.0,11.0,10.0,1.0,0.001,1.0,10.0,157.50479135662317
83,42,COMPLETED,1,15.0,20.0,9.0,8.0,11.0,10.0,1.0,0.001,1.0,10.0,157.50479135662317
84,43,INTERMEDIATE,1,18.0,36.0,7.0,12.0,6.0,7.0,1.0,0.001,1.0,6.0,207.40837872959673
85,43,COMPLETED,1,18.0,36.0,7.0,12.0,6.0,7.0,1.0,0.001,1.0,6.0,207.40837872959673
86,44,INTERMEDIATE,1,22.0,49.0,11.0,15.0,18.0,7.0,0.0,0.001,0.0,9.0,256.7406300008297
87,44,COMPLETED,1,22.0,49.0,11.0,15.0,18.0,7.0,0.0,0.001,0.0,9.0,256.7406300008297
88,45,INTERMEDIATE,1,35.0,14.0,11.0,13.0,6.0,9.0,0.0,0.001,1.0,3.0,247.84282322973013
89,45,COMPLETED,1,35.0,14.0,11.0,13.0,6.0,9.0,0.0,0.001,1.0,3.0,247.84282322973013
90,46,INTERMEDIATE,1,43.0,20.0,10.0,16.0,4.0,3.0,0.0,0.001,0.0,10.0,327.98892683535814
91,46,COMPLETED,1,43.0,20.0,10.0,16.0,4.0,3.0,0.0,0.001,0.0,10.0,327.98892683535814
92,47,INTERMEDIATE,1,43.0,15.0,9.0,17.0,12.0,7.0,1.0,0.001,0.0,10.0,241.2314883172512
93,47,COMPLETED,1,43.0,15.0,9.0,17.0,12.0,7.0,1.0,0.001,0.0,10.0,241.2314883172512
94,48,INTERMEDIATE,1,11.0,29.0,16.0,5.0,7.0,9.0,1.0,0.001,0.0,5.0,208.08590587973595
95,48,COMPLETED,1,11.0,29.0,16.0,5.0,7.0,9.0,1.0,0.001,0.0,5.0,208.08590587973595
96,49,INTERMEDIATE,1,16.0,42.0,15.0,11.0,5.0,6.0,0.0,0.001,1.0,4.0,234.78178701922297
97,49,COMPLETED,1,16.0,42.0,15.0,11.0,5.0,6.0,0.0,0.001,1.0,4.0,234.78178701922297
98,50,INTERMEDIATE,1,39.0,43.0,3.0,18.0,6.0,20.0,0.0,0.001,1.0,7.0,288.0810941308737
99,50,COMPLETED,1,39.0,43.0,3.0,18.0,6.0,20.0,0.0,0.001,1.0,7.0,288.0810941308737
100,51,INTERMEDIATE,1,48.0,14.0,8.0,10.0,9.0,6.0,0.0,0.001,0.0,4.0,196.75001888535917
101,51,COMPLETED,1,48.0,14.0,8.0,10.0,9.0,6.0,0.0,0.001,0.0,4.0,196.75001888535917
102,52,INTERMEDIATE,1,44.0,25.0,10.0,13.0,8.0,3.0,1.0,0.001,0.0,2.0,238.17652536183596
103,52,COMPLETED,1,44.0,25.0,10.0,13.0,8.0,3.0,1.0,0.001,0.0,2.0,238.17652536183596
104,53,INTERMEDIATE,1,45.0,43.0,9.0,17.0,20.0,4.0,0.0,0.001,0.0,7.0,185.19352962449193
105,53,COMPLETED,1,45.0,43.0,9.0,17.0,20.0,4.0,0.0,0.001,0.0,7.0,185.19352962449193
106,54,INTERMEDIATE,1,38.0,35.0,3.0,14.0,15.0,3.0,1.0,0.001,1.0,3.0,223.52075085788965
107,54,COMPLETED,1,38.0,35.0,3.0,14.0,15.0,3.0,1.0,0.001,1.0,3.0,223.52075085788965
108,55,INTERMEDIATE,1,15.0,27.0,17.0,5.0,7.0,14.0,0.0,0.001,1.0,2.0,209.67831971216947
109,55,COMPLETED,1,15.0,27.0,17.0,5.0,7.0,14.0,0.0,0.001,1.0,2.0,209.67831971216947
110,56,INTERMEDIATE,1,44.0,41.0,5.0,19.0,3.0,14.0,1.0,0.001,1.0,5.0,317.80250303447247
111,56,COMPLETED,1,44.0,41.0,5.0,19.0,3.0,14.0,1.0,0.001,1.0,5.0,317.80250303447247
112,57,INTERMEDIATE,1,29.0,10.0,10.0,6.0,8.0,11.0,0.0,0.001,0.0,9.0,218.30419091600925
113,57,COMPLETED,1,29.0,10.0,10.0,6.0,8.0,11.0,0.0,0.001,0.0,9.0,218.30419091600925
114,58,INTERMEDIATE,1,36.0,20.0,3.0,20.0,14.0,20.0,0.0,0.001,1.0,3.0,208.19168774597347
115,58,COMPLETED,1,36.0,20.0,3.0,20.0,14.0,20.0,0.0,0.001,1.0,3.0,208.19168774597347
116,59,INTERMEDIATE,1,20.0,48.0,14.0,18.0,15.0,6.0,0.0,0.001,1.0,9.0,209.88924468308687
117,59,COMPLETED,1,20.0,48.0,14.0,18.0,15.0,6.0,0.0,0.001,1.0,9.0,209.88924468308687
118,60,INTERMEDIATE,1,24.0,44.0,4.0,17.0,15.0,3.0,1.0,0.001,1.0,8.0,378.6739033292979
119,60,COMPLETED,1,24.0,44.0,4.0,17.0,15.0,3.0,1.0,0.001,1.0,8.0,378.6739033292979
120,61,INTERMEDIATE,1,14.0,27.0,17.0,7.0,8.0,9.0,1.0,0.001,1.0,6.0,272.0762963183224
121,61,COMPLETED,1,14.0,27.0,17.0,7.0,8.0,9.0,1.0,0.001,1.0,6.0,272.0762963183224
122,62,INTERMEDIATE,1,15.0,43.0,11.0,14.0,5.0,9.0,0.0,0.001,1.0,5.0,266.3394750878215
123,62,COMPLETED,1,15.0,43.0,11.0,14.0,5.0,9.0,0.0,0.001,1.0,5.0,266.3394750878215
124,63,INTERMEDIATE,1,42.0,14.0,8.0,17.0,14.0,6.0,0.0,0.001,1.0,8.0,264.237624457106
125,63,COMPLETED,1,42.0,14.0,8.0,17.0,14.0,6.0,0.0,0.001,1.0,8.0,264.237624457106
126,64,INTERMEDIATE,1,13.0,32.0,15.0,3.0,8.0,13.0,0.0,0.001,0.0,3.0,179.32890325039625
127,64,COMPLETED,1,13.0,32.0,15.0,3.0,8.0,13.0,0.0,0.001,0.0,3.0,179.32890325039625
128,65,INTERMEDIATE,1,15.0,19.0,13.0,9.0,13.0,8.0,1.0,0.001,0.0,9.0,216.68766015954316
129,65,COMPLETED,1,15.0,19.0,13.0,9.0,13.0,8.0,1.0,0.001,0.0,9.0,216.68766015954316
130,66,INTERMEDIATE,1,24.0,30.0,15.0,13.0,14.0,12.0,0.0,0.001,0.0,2.0,230.7678397037089
131,66,COMPLETED,1,24.0,30.0,15.0,13.0,14.0,12.0,0.0,0.001,0.0,2.0,230.7678397037089
132,67,INTERMEDIATE,1,33.0,11.0,9.0,13.0,5.0,6.0,0.0,0.001,1.0,2.0,223.63136153295636
133,67,COMPLETED,1,33.0,11.0,9.0,13.0,5.0,6.0,0.0,0.001,1.0,2.0,223.63136153295636
134,68,INTERMEDIATE,1,19.0,44.0,7.0,19.0,5.0,5.0,1.0,0.001,1.0,1.0,207.7419886942953
135,68,COMPLETED,1,19.0,44.0,7.0,19.0,5.0,5.0,1.0,0.001,1.0,1.0,207.7419886942953
136,69,INTERMEDIATE,1,45.0,41.0,7.0,17.0,19.0,4.0,1.0,0.001,0.0,9.0,309.22308739833534
137,69,COMPLETED,1,45.0,41.0,7.0,17.0,19.0,4.0,1.0,0.001,0.0,9.0,309.22308739833534
138,70,INTERMEDIATE,1,10.0,18.0,18.0,7.0,9.0,19.0,0.0,0.001,1.0,4.0,196.53335565887392
139,70,COMPLETED,1,10.0,18.0,18.0,7.0,9.0,19.0,0.0,0.001,1.0,4.0,196.53335565887392
140,71,INTERMEDIATE,1,14.0,29.0,18.0,16.0,4.0,20.0,0.0,0.001,1.0,9.0,258.801693867892
141,71,COMPLETED,1,14.0,29.0,18.0,16.0,4.0,20.0,0.0,0.001,1.0,9.0,258.801693867892
142,72,INTERMEDIATE,1,45.0,19.0,20.0,13.0,3.0,10.0,0.0,0.001,0.0,1.0,309.7028450779617
143,72,COMPLETED,1,45.0,19.0,20.0,13.0,3.0,10.0,0.0,0.001,0.0,1.0,309.7028450779617
144,73,INTERMEDIATE,1,14.0,26.0,19.0,5.0,7.0,15.0,1.0,0.001,1.0,2.0,177.24628566205502
145,73,COMPLETED,1,14.0,26.0,19.0,5.0,7.0,15.0,1.0,0.001,1.0,2.0,177.24628566205502
146,74,INTERMEDIATE,1,39.0,35.0,5.0,16.0,14.0,7.0,1.0,0.001,1.0,2.0,175.86118035763502
147,74,COMPLETED,1,39.0,35.0,5.0,16.0,14.0,7.0,1.0,0.001,1.0,2.0,175.86118035763502
148,75,INTERMEDIATE,1,12.0,29.0,20.0,6.0,9.0,15.0,1.0,0.001,1.0,9.0,301.967333227396
149,75,COMPLETED,1,12.0,29.0,20.0,6.0,9.0,15.0,1.0,0.001,1.0,9.0,301.967333227396
150,76,INTERMEDIATE,1,25.0,29.0,6.0,4.0,5.0,14.0,0.0,0.001,0.0,6.0,244.3260713648051
151,76,COMPLETED,1,25.0,29.0,6.0,4.0,5.0,14.0,0.0,0.001,0.0,6.0,244.3260713648051
152,77,INTERMEDIATE,1,22.0,46.0,11.0,17.0,17.0,5.0,1.0,0.001,0.0,10.0,350.2500821836293
153,77,COMPLETED,1,22.0,46.0,11.0,17.0,17.0,5.0,1.0,0.001,0.0,10.0,350.2500821836293
154,78,INTERMEDIATE,1,12.0,32.0,10.0,10.0,7.0,14.0,1.0,0.001,0.0,9.0,204.5862931497395
155,78,COMPLETED,1,12.0,32.0,10.0,10.0,7.0,14.0,1.0,0.001,0.0,9.0,204.5862931497395
156,79,INTERMEDIATE,1,42.0,18.0,8.0,7.0,9.0,16.0,1.0,0.001,1.0,8.0,217.36579965986311
157,79,COMPLETED,1,42.0,18.0,8.0,7.0,9.0,16.0,1.0,0.001,1.0,8.0,217.36579965986311
158,80,INTERMEDIATE,1,42.0,22.0,16.0,5.0,4.0,9.0,1.0,0.001,1.0,4.0,258.09254064410925
159,80,COMPLETED,1,42.0,22.0,16.0,5.0,4.0,9.0,1.0,0.001,1.0,4.0,258.09254064410925
160,81,INTERMEDIATE,1,29.0,11.0,12.0,5.0,8.0,12.0,1.0,0.001,0.0,10.0,293.8755449950695
161,81,COMPLETED,1,29.0,11.0,12.0,5.0,8.0,12.0,1.0,0.001,0.0,10.0,293.8755449950695
162,82,INTERMEDIATE,1,35.0,11.0,9.0,12.0,8.0,5.0,0.0,0.001,1.0,4.0,191.3693698681891
163,82,COMPLETED,1,35.0,11.0,9.0,12.0,8.0,5.0,0.0,0.001,1.0,4.0,191.3693698681891
164,83,INTERMEDIATE,1,12.0,29.0,17.0,6.0,11.0,10.0,0.0,0.001,1.0,2.0,185.1680657863617
